date,matchup,market_type,selection,model_prob,implied_prob,edge,risk,status,result,stake_pct,stake_amount
2026-08-13,,total_over,Over 8.0,0.7713,0.4924,0.2789,🟢 Riesgo bajo,loss,7-0,,
2026-08-13,,moneyline,Chicago Cubs gana (ML),0.5075,0.5807,-0.0732,🟡 Riesgo medio,loss,0-7,,
2026-08-13,,total_over,Over 8.5,0.7816,0.5252,0.2564,🟢 Riesgo bajo,loss,0-7,,
2026-08-13,,moneyline,Philadelphia Phillies gana (ML),0.5222,0.4988,0.0234,🔴 Riesgo alto,win,7-1,,
2026-08-13,,total_under,Under 8.5,0.5646,0.488,0.0766,🟡 Riesgo medio,win,7-1,,
2026-08-13,,moneyline,Los Angeles Angels gana (ML),0.5611,0.4132,0.1479,🟢 Riesgo bajo,win,0-7,,
2026-08-13,,total_under,Under 7.5,0.6581,0.5108,0.1473,🟢 Riesgo bajo,win,0-7,,
2026-08-13,,moneyline,Milwaukee Brewers gana (ML),0.5337,0.4253,0.1084,🟡 Riesgo medio,win,5-4,,
2026-08-13,,total_under,Under 8.5,0.5026,0.5108,-0.0082,🔴 Riesgo alto,loss,5-4,,
2026-08-14,,moneyline,St. Louis Cardinals gana (ML),0.6927,0.3755,0.3172,🟢 Riesgo bajo,loss,0-3,,
2026-08-14,,total_under,Under 8.0,0.5293,0.5108,0.0185,🔴 Riesgo alto,win,0-3,,
2026-08-14,,moneyline,Cincinnati Reds gana (ML),0.612,0.5187,0.0933,🟡 Riesgo medio,win,0-1,,
2026-08-14,,total_under,Under 8.0,0.7027,0.5217,0.181,🟢 Riesgo bajo,win,0-1,,
2026-08-14,,moneyline,Boston Red Sox gana (ML),0.691,0.5353,0.1557,🟢 Riesgo bajo,loss,4-8,,
2026-08-14,,total_under,Under 8.0,0.8746,0.4892,0.3854,🟢 Riesgo bajo,loss,4-8,,
2026-08-14,,moneyline,Detroit Tigers gana (ML),0.6071,0.5796,0.0275,🔴 Riesgo alto,loss,9-5,,
2026-08-14,,total_under,Under 8.5,0.6729,0.4783,0.1946,🟢 Riesgo bajo,loss,9-5,,
2026-08-14,,moneyline,Washington Nationals gana (ML),0.8131,0.4746,0.3385,🟢 Riesgo bajo,loss,1-4,,
2026-08-14,,total_over,Over 8.5,0.8613,0.5174,0.3439,🟢 Riesgo bajo,loss,1-4,,
2026-08-14,,moneyline,San Diego Padres gana (ML),0.5399,0.4503,0.0896,🟡 Riesgo medio,win,7-5,,
2026-08-14,,total_under,Under 7.5,0.5071,0.5217,-0.0146,🔴 Riesgo alto,loss,7-5,,
2026-08-14,,moneyline,Baltimore Orioles gana (ML),0.5871,0.3902,0.1969,🟢 Riesgo bajo,win,6-5,,
2026-08-14,,total_over,Over 8.5,0.6271,0.4819,0.1452,🟢 Riesgo bajo,win,6-5,,
2026-08-14,,moneyline,Atlanta Braves gana (ML),0.5985,0.6455,-0.047,🔴 Riesgo alto,loss,2-0,,
2026-08-14,,total_under,Under 8.0,0.5772,0.5,0.0772,🟡 Riesgo medio,win,2-0,,
2026-08-14,,moneyline,New York Yankees gana (ML),0.6868,0.5786,0.1082,🟡 Riesgo medio,loss,1-3,,
2026-08-14,,total_under,Under 8.0,0.5744,0.5217,0.0527,🔴 Riesgo alto,win,1-3,,
2026-08-14,,moneyline,Seattle Mariners gana (ML),0.5413,0.4624,0.0789,🟡 Riesgo medio,loss,7-10,,
2026-08-14,,total_under,Under 8.5,0.771,0.5198,0.2512,🟢 Riesgo bajo,loss,7-10,,
2026-08-14,,moneyline,Kansas City Royals gana (ML),0.6704,0.5061,0.1643,🟢 Riesgo bajo,win,7-6,,
2026-08-14,,total_under,Under 8.5,0.5973,0.5,0.0973,🟡 Riesgo medio,loss,7-6,,
2026-08-14,,moneyline,Texas Rangers gana (ML),0.5585,0.5084,0.0501,🔴 Riesgo alto,loss,3-8,,
2026-08-14,,total_under,Under 9.5,0.5466,0.514,0.0326,🔴 Riesgo alto,loss,3-8,,
2026-08-14,,moneyline,Milwaukee Brewers gana (ML),0.5144,0.3682,0.1462,🟢 Riesgo bajo,loss,1-3,,
2026-08-14,,total_under,Under 7.5,0.8911,0.4892,0.4019,🟢 Riesgo bajo,win,1-3,,
2026-08-14,,moneyline,San Francisco Giants gana (ML),0.5799,0.5446,0.0353,🔴 Riesgo alto,loss,5-2,,
2026-08-14,,total_over,Over 7.5,0.6896,0.5,0.1896,🟢 Riesgo bajo,loss,5-2,,
2026-08-15,,moneyline,Chicago White Sox gana (ML),0.5502,0.4343,0.1159,🟡 Riesgo medio,win,4-3,,
2026-08-15,,total_under,Under 7.5,0.8469,0.4826,0.3643,🟢 Riesgo bajo,win,4-3,,
2026-08-15,,moneyline,St. Louis Cardinals gana (ML),0.5697,0.3796,0.1901,🟢 Riesgo bajo,win,8-4,,
2026-08-15,,total_under,Under 9.0,0.5979,0.4945,0.1034,🟡 Riesgo medio,loss,8-4,,
2026-08-15,,moneyline,New York Yankees gana (ML),0.5769,0.6163,-0.0394,🔴 Riesgo alto,loss,1-4,,
2026-08-15,,total_under,Under 7.5,0.6728,0.5217,0.1511,🟢 Riesgo bajo,win,1-4,,
2026-08-15,,moneyline,San Francisco Giants gana (ML),0.6133,0.6154,-0.0021,🔴 Riesgo alto,win,1-7,,
2026-08-15,,total_under,Under 7.5,0.5123,0.4892,0.0231,🔴 Riesgo alto,loss,1-7,,
2026-08-15,,moneyline,Washington Nationals gana (ML),0.5486,0.4337,0.1149,🟡 Riesgo medio,loss,4-5,,
2026-08-15,,total_under,Under 8.0,0.5351,0.5108,0.0243,🔴 Riesgo alto,loss,4-5,,
2026-08-15,,moneyline,Baltimore Orioles gana (ML),0.5628,0.4208,0.142,🟢 Riesgo bajo,win,4-3,,
2026-08-15,,total_over,Over 7.5,0.6417,0.4783,0.1634,🟢 Riesgo bajo,loss,4-3,,
2026-08-15,,moneyline,Miami Marlins gana (ML),0.5349,0.4903,0.0446,🔴 Riesgo alto,win,8-4,,
2026-08-15,,total_under,Under 9.5,0.6085,0.5217,0.0868,🟡 Riesgo medio,loss,8-4,,
2026-08-15,,moneyline,San Diego Padres gana (ML),0.5461,0.47,0.0761,🟡 Riesgo medio,loss,1-6,,
2026-08-15,,total_under,Under 8.5,0.5135,0.5,0.0135,🔴 Riesgo alto,win,1-6,,
2026-08-15,,moneyline,Houston Astros gana (ML),0.6133,0.5312,0.0821,🟡 Riesgo medio,loss,10-5,,
2026-08-15,,total_under,Under 8.5,0.7304,0.5,0.2304,🟢 Riesgo bajo,loss,10-5,,
2026-08-15,,moneyline,Philadelphia Phillies gana (ML),0.6353,0.574,0.0613,🟡 Riesgo medio,win,9-1,,
2026-08-15,,total_under,Under 8.0,0.8825,0.5098,0.3727,🟢 Riesgo bajo,loss,9-1,,
2026-08-15,,moneyline,Boston Red Sox gana (ML),0.7211,0.5397,0.1814,🟢 Riesgo bajo,win,4-0,,
2026-08-15,,total_under,Under 7.5,0.5248,0.4848,0.04,🔴 Riesgo alto,win,4-0,,
2026-08-15,,moneyline,Atlanta Braves gana (ML),0.523,0.5614,-0.0384,🔴 Riesgo alto,loss,10-3,,
2026-08-15,,total_under,Under 9.0,0.8032,0.4925,0.3107,🟢 Riesgo bajo,loss,10-3,,
2026-08-15,,moneyline,Milwaukee Brewers gana (ML),0.5511,0.5464,0.0047,🔴 Riesgo alto,win,4-1,,
2026-08-15,,total_under,Under 7.5,0.6121,0.5108,0.1013,🟡 Riesgo medio,win,4-1,,
2026-08-15,,moneyline,Kansas City Royals gana (ML),0.6525,0.4122,0.2403,🟢 Riesgo bajo,loss,0-1,,
2026-08-15,,total_under,Under 8.0,0.7186,0.4945,0.2241,🟢 Riesgo bajo,win,0-1,,
2026-08-15,,moneyline,Texas Rangers gana (ML),0.579,0.5503,0.0287,🔴 Riesgo alto,win,5-3,,
2026-08-15,,total_under,Under 9.5,0.653,0.5217,0.1313,🟢 Riesgo bajo,win,5-3,,
2026-08-16,,moneyline,Tampa Bay Rays gana (ML),0.5625,0.5667,-0.0042,🔴 Riesgo alto,loss,10-2,,
2026-08-16,,total_over,Over 7.5,0.8072,0.4978,0.3094,🟢 Riesgo bajo,win,10-2,,
2026-08-16,,moneyline,Boston Red Sox gana (ML),0.6023,0.5211,0.0812,🟡 Riesgo medio,loss,3-8,,
2026-08-16,,total_under,Under 8.5,0.5135,0.5217,-0.0082,🔴 Riesgo alto,loss,3-8,,
2026-08-16,,moneyline,Arizona Diamondbacks gana (ML),0.5659,0.4596,0.1063,🟡 Riesgo medio,loss,3-5,,
2026-08-16,,total_under,Under 9.0,0.7154,0.5217,0.1937,🟢 Riesgo bajo,win,3-5,,
2026-08-16,,moneyline,New York Yankees gana (ML),0.5975,0.4668,0.1307,🟢 Riesgo bajo,win,4-3,,
2026-08-16,,total_under,Under 7.0,0.7245,0.5076,0.2169,🟢 Riesgo bajo,loss,4-3,,
2026-08-16,,moneyline,Washington Nationals gana (ML),0.5215,0.3945,0.127,🟢 Riesgo bajo,loss,3-4,,
2026-08-16,,total_over,Over 8.5,0.6959,0.5,0.1959,🟢 Riesgo bajo,loss,3-4,,
2026-08-16,,moneyline,San Diego Padres gana (ML),0.5486,0.5097,0.0389,🔴 Riesgo alto,win,5-0,,
2026-08-16,,total_under,Under 8.5,0.5912,0.5279,0.0633,🟡 Riesgo medio,win,5-0,,
2026-08-16,,moneyline,Chicago White Sox gana (ML),0.583,0.4903,0.0927,🟡 Riesgo medio,win,7-5,,
2026-08-16,,total_under,Under 8.0,0.5383,0.4848,0.0535,🔴 Riesgo alto,loss,7-5,,
2026-08-16,,moneyline,Miami Marlins gana (ML),0.6878,0.5288,0.159,🟢 Riesgo bajo,win,7-1,,
2026-08-16,,total_under,Under 8.5,0.5369,0.4783,0.0586,🔴 Riesgo alto,win,7-1,,
2026-08-16,,moneyline,Minnesota Twins gana (ML),0.5563,0.4893,0.067,🟡 Riesgo medio,loss,7-5,,
2026-08-16,,total_over,Over 9.5,0.6271,0.4783,0.1488,🟢 Riesgo bajo,win,7-5,,
2026-08-16,,moneyline,St. Louis Cardinals gana (ML),0.5075,0.379,0.1285,🟢 Riesgo bajo,win,11-4,,
2026-08-16,,total_under,Under 8.5,0.6353,0.4783,0.157,🟢 Riesgo bajo,loss,11-4,,
2026-08-16,,moneyline,Colorado Rockies gana (ML),0.5248,0.4458,0.079,🟡 Riesgo medio,win,13-7,,
2026-08-16,,total_under,Under 8.0,0.566,0.4802,0.0858,🟡 Riesgo medio,loss,13-7,,
2026-08-16,,moneyline,Texas Rangers gana (ML),0.6868,0.5557,0.1311,🟢 Riesgo bajo,loss,2-5,,
2026-08-16,,total_under,Under 10.0,0.7924,0.5217,0.2707,🟢 Riesgo bajo,win,2-5,,
2026-08-16,,moneyline,Kansas City Royals gana (ML),0.6341,0.5144,0.1197,🟡 Riesgo medio,win,3-0,,
2026-08-16,,total_under,Under 8.5,0.6185,0.4783,0.1402,🟢 Riesgo bajo,win,3-0,,
2026-08-16,,moneyline,Los Angeles Dodgers gana (ML),0.5376,0.6291,-0.0915,🟡 Riesgo medio,loss,6-2,,
2026-08-16,,total_under,Under 7.0,0.6404,0.4675,0.1729,🟢 Riesgo bajo,loss,6-2,,
2026-08-16,,moneyline,Seattle Mariners gana (ML),0.5644,0.4545,0.1099,🟡 Riesgo medio,win,3-2,,
2026-08-16,,total_under,Under 7.5,0.8757,0.4892,0.3865,🟢 Riesgo bajo,win,3-2,,
2026-08-17,,moneyline,St. Louis Cardinals gana (ML),0.6615,0.519,0.1425,🟢 Riesgo bajo,pending,,,
2026-08-17,,total_under,Under 9.5,0.6111,0.5108,0.1003,🟡 Riesgo medio,pending,,,
2026-08-17,,moneyline,St. Louis Cardinals gana (ML),0.712,0.5312,0.1808,🟢 Riesgo bajo,loss,5-6,,
2026-08-17,,total_under,Under 9.0,0.5493,0.4783,0.071,🟡 Riesgo medio,loss,5-6,,
2026-08-17,,moneyline,Tampa Bay Rays gana (ML),0.6052,0.602,0.0032,🔴 Riesgo alto,win,6-7,,
2026-08-17,,total_under,Under 7.5,0.8743,0.4848,0.3895,🟢 Riesgo bajo,loss,6-7,,
2026-08-17,,moneyline,Miami Marlins gana (ML),0.5131,0.3036,0.2095,🟢 Riesgo bajo,loss,5-6,,
2026-08-17,,total_under,Under 8.0,0.53,0.489,0.041,🔴 Riesgo alto,loss,5-6,,
2026-08-17,,moneyline,Pittsburgh Pirates gana (ML),0.5647,0.4951,0.0696,🟡 Riesgo medio,loss,8-5,,
2026-08-17,,total_under,Under 8.0,0.8424,0.4924,0.35,🟢 Riesgo bajo,loss,8-5,,
2026-08-17,,moneyline,Boston Red Sox gana (ML),0.6004,0.5725,0.0279,🔴 Riesgo alto,win,1-11,,
2026-08-17,,total_under,Under 9.0,0.7326,0.5217,0.2109,🟢 Riesgo bajo,loss,1-11,,
2026-08-17,,moneyline,San Diego Padres gana (ML),0.5352,0.4744,0.0608,🟡 Riesgo medio,loss,1-2,,
2026-08-17,,total_under,Under 8.0,0.8539,0.4924,0.3615,🟢 Riesgo bajo,win,1-2,,
2026-08-17,,moneyline,Athletics gana (ML),0.5262,0.3595,0.1667,🟢 Riesgo bajo,loss,5-9,,
2026-08-17,,total_under,Under 9.0,0.9074,0.5022,0.4052,🟢 Riesgo bajo,loss,5-9,,
2026-08-17,,moneyline,Atlanta Braves gana (ML),0.6792,0.5409,0.1383,🟢 Riesgo bajo,loss,2-4,,
2026-08-17,,total_under,Under 9.0,0.6347,0.4739,0.1608,🟢 Riesgo bajo,win,2-4,,
2026-08-17,,moneyline,Chicago White Sox gana (ML),0.5731,0.3939,0.1792,🟢 Riesgo bajo,loss,5-7,,
2026-08-17,,total_over,Over 8.5,0.678,0.4764,0.2016,🟢 Riesgo bajo,win,5-7,,
2026-08-17,,moneyline,Colorado Rockies gana (ML),0.5522,0.2911,0.2611,🟢 Riesgo bajo,loss,11-5,,
2026-08-17,,total_under,Under 11.0,0.7058,0.5055,0.2003,🟢 Riesgo bajo,loss,11-5,,
2026-08-18,,moneyline,Baltimore Orioles gana (ML),0.5196,0.4834,0.0362,🔴 Riesgo alto,loss,3-1,,
2026-08-18,,total_under,Under 8.5,0.633,0.4924,0.1406,🟢 Riesgo bajo,win,3-1,,
2026-08-18,,moneyline,Detroit Tigers gana (ML),0.5337,0.4243,0.1094,🟡 Riesgo medio,loss,1-4,,
2026-08-18,,total_under,Under 8.0,0.5162,0.5038,0.0124,🔴 Riesgo alto,win,1-4,,
2026-08-18,,moneyline,Cleveland Guardians gana (ML),0.5674,0.6438,-0.0764,🟡 Riesgo medio,win,1-8,,
2026-08-18,,total_under,Under 8.0,0.5341,0.4914,0.0427,🔴 Riesgo alto,loss,1-8,,
2026-08-18,,moneyline,St. Louis Cardinals gana (ML),0.6846,0.5276,0.157,🟢 Riesgo bajo,win,3-0,,
2026-08-18,,total_under,Under 8.5,0.5772,0.4903,0.0869,🟡 Riesgo medio,win,3-0,,
2026-08-18,,moneyline,Toronto Blue Jays gana (ML),0.5298,0.4491,0.0807,🟡 Riesgo medio,win,10-5,,
2026-08-18,,total_under,Under 7.5,0.5749,0.5011,0.0738,🟡 Riesgo medio,loss,10-5,,
2026-08-18,,moneyline,Philadelphia Phillies gana (ML),0.5386,0.6835,-0.1449,🟢 Riesgo bajo,win,4-6,,
2026-08-18,,total_under,Under 8.0,0.5709,0.4892,0.0817,🟡 Riesgo medio,loss,4-6,,
2026-08-18,,moneyline,Boston Red Sox gana (ML),0.5044,0.6117,-0.1073,🟡 Riesgo medio,win,4-9,,
2026-08-18,,total_under,Under 8.0,0.5135,0.5055,0.008,🔴 Riesgo alto,loss,4-9,,
2026-08-18,,moneyline,New York Mets gana (ML),0.542,0.4845,0.0575,🔴 Riesgo alto,loss,5-2,,
2026-08-18,,total_under,Under 8.5,0.7199,0.5,0.2199,🟢 Riesgo bajo,win,5-2,,
2026-08-18,,moneyline,Athletics gana (ML),0.5787,0.4305,0.1482,🟢 Riesgo bajo,loss,3-4,,
2026-08-18,,total_under,Under 9.5,0.5247,0.5,0.0247,🔴 Riesgo alto,win,3-4,,
2026-08-18,,moneyline,Atlanta Braves gana (ML),0.5449,0.5428,0.0021,🔴 Riesgo alto,loss,1-4,,
2026-08-18,,total_under,Under 8.5,0.546,0.488,0.058,🔴 Riesgo alto,win,1-4,,
2026-08-18,,moneyline,Seattle Mariners gana (ML),0.5412,0.4121,0.1291,🟢 Riesgo bajo,loss,0-22,,
2026-08-18,,total_under,Under 7.5,0.664,0.4978,0.1662,🟢 Riesgo bajo,loss,0-22,,
2026-08-18,,moneyline,Texas Rangers gana (ML),0.5716,0.5889,-0.0173,🔴 Riesgo alto,win,0-5,,
2026-08-18,,total_under,Under 8.0,0.5426,0.4902,0.0524,🔴 Riesgo alto,win,0-5,,
2026-08-18,,moneyline,Chicago Cubs gana (ML),0.5059,0.6061,-0.1002,🟡 Riesgo medio,win,3-4,,
2026-08-18,,total_under,Under 9.0,0.562,0.5108,0.0512,🔴 Riesgo alto,win,3-4,,
2026-08-18,,moneyline,Houston Astros gana (ML),0.5445,0.6047,-0.0602,🟡 Riesgo medio,loss,3-1,,
2026-08-18,,total_under,Under 9.0,0.5839,0.4902,0.0937,🟡 Riesgo medio,win,3-1,,
2026-08-18,,moneyline,Los Angeles Dodgers gana (ML),0.6236,0.637,-0.0134,🔴 Riesgo alto,win,7-6,,
2026-08-18,,total_under,Under 11.5,0.5638,0.4848,0.079,🟡 Riesgo medio,loss,7-6,,
2026-08-19,,moneyline,Pittsburgh Pirates gana (ML),0.5405,0.5957,-0.0552,🔴 Riesgo alto,pending,,,
2026-08-19,,total_over,Over 8.0,0.6753,0.5,0.1753,🟢 Riesgo bajo,pending,,,
2026-08-19,,moneyline,San Diego Padres gana (ML),0.7658,0.5625,0.2033,🟢 Riesgo bajo,pending,,,
2026-08-19,,total_under,Under 8.5,0.5661,0.4892,0.0769,🟡 Riesgo medio,pending,,,
2026-08-19,,moneyline,Minnesota Twins gana (ML),0.5016,0.4914,0.0102,🔴 Riesgo alto,pending,,,
2026-08-19,,total_under,Under 8.5,0.5369,0.4892,0.0477,🔴 Riesgo alto,pending,,,
2026-08-19,,moneyline,Chicago Cubs gana (ML),0.5153,0.574,-0.0587,🔴 Riesgo alto,pending,,,
2026-08-19,,total_under,Under 8.0,0.6163,0.5108,0.1055,🟡 Riesgo medio,pending,,,
2026-08-19,,moneyline,Boston Red Sox gana (ML),0.5854,0.6049,-0.0195,🔴 Riesgo alto,pending,,,
2026-08-19,,total_under,Under 8.0,0.6946,0.5066,0.188,🟢 Riesgo bajo,pending,,,
2026-08-19,,moneyline,Miami Marlins gana (ML),0.657,0.4559,0.2011,🟢 Riesgo bajo,pending,,,
2026-08-19,,total_under,Under 8.5,0.5345,0.5128,0.0217,🔴 Riesgo alto,pending,,,
2026-08-19,,moneyline,Baltimore Orioles gana (ML),0.5215,0.47,0.0515,🔴 Riesgo alto,pending,,,
2026-08-19,,total_under,Under 9.5,0.5532,0.5217,0.0315,🔴 Riesgo alto,pending,,,
2026-08-19,,moneyline,Cleveland Guardians gana (ML),0.5106,0.6687,-0.1581,🟢 Riesgo bajo,pending,,,
2026-08-19,,total_under,Under 7.5,0.5853,0.5076,0.0777,🟡 Riesgo medio,pending,,,
2026-08-19,,moneyline,Cincinnati Reds gana (ML),0.5648,0.582,-0.0172,🔴 Riesgo alto,pending,,,
2026-08-19,,total_under,Under 8.5,0.6468,0.5108,0.136,🟢 Riesgo bajo,pending,,,
2026-08-19,,moneyline,Toronto Blue Jays gana (ML),0.6454,0.3496,0.2958,🟢 Riesgo bajo,pending,,,
2026-08-19,,total_over,Over 7.5,0.7181,0.4675,0.2506,🟢 Riesgo bajo,pending,,,
2026-08-19,,moneyline,Kansas City Royals gana (ML),0.5364,0.5657,-0.0293,🔴 Riesgo alto,pending,,,
2026-08-19,,total_over,Over 8.5,0.6668,0.4915,0.1753,🟢 Riesgo bajo,pending,,,
2026-08-19,,moneyline,Seattle Mariners gana (ML),0.5297,0.4633,0.0664,🟡 Riesgo medio,pending,,,
2026-08-19,,total_under,Under 7.0,0.9153,0.4783,0.437,🟢 Riesgo bajo,pending,,,
2026-08-19,,moneyline,Washington Nationals gana (ML),0.7027,0.4463,0.2564,🟢 Riesgo bajo,pending,,,
2026-08-19,,total_under,Under 7.5,0.5307,0.4892,0.0415,🔴 Riesgo alto,pending,,,
2026-08-19,,moneyline,Los Angeles Angels gana (ML),0.5572,0.4081,0.1491,🟢 Riesgo bajo,pending,,,
2026-08-19,,total_under,Under 8.5,0.6838,0.4892,0.1946,🟢 Riesgo bajo,pending,,,
2026-08-19,,moneyline,Los Angeles Dodgers gana (ML),0.6942,0.643,0.0512,🔴 Riesgo alto,pending,,,
2026-08-19,,total_under,Under 11.5,0.9125,0.5217,0.3908,🟢 Riesgo bajo,pending,,,
2026-08-19,Detroit Tigers @ Pittsburgh Pirates,moneyline,Detroit Tigers gana (ML),0.565,0.7544,-0.1894,🟢 Riesgo bajo,pending,,,
2026-08-19,Detroit Tigers @ Pittsburgh Pirates,total_under,Under 7.5,0.5212,0.4592,0.062,🟡 Riesgo medio,pending,,,
2026-08-19,San Diego Padres @ New York Mets,moneyline,San Diego Padres gana (ML),0.6737,0.5227,0.151,🟢 Riesgo bajo,pending,,,
2026-08-19,San Diego Padres @ New York Mets,total_over,Over 4.5,0.9187,0.5506,0.3681,🟢 Riesgo bajo,pending,,,
2026-08-19,Atlanta Braves @ Minnesota Twins,moneyline,Atlanta Braves gana (ML),0.5927,0.5296,0.0631,🟡 Riesgo medio,pending,,,
2026-08-19,Atlanta Braves @ Minnesota Twins,total_under,Under 7.5,0.5232,0.5443,-0.0211,🔴 Riesgo alto,pending,,,
2026-08-19,Chicago White Sox @ Chicago Cubs,moneyline,Chicago Cubs gana (ML),0.5166,0.5789,-0.0623,🟡 Riesgo medio,pending,,,
2026-08-19,Chicago White Sox @ Chicago Cubs,total_under,Under 7.5,0.8701,0.4892,0.3809,🟢 Riesgo bajo,pending,,,
2026-08-19,Arizona Diamondbacks @ Boston Red Sox,moneyline,Arizona Diamondbacks gana (ML),0.5662,0.398,0.1682,🟢 Riesgo bajo,pending,,,
2026-08-19,Arizona Diamondbacks @ Boston Red Sox,total_under,Under 8.0,0.6357,0.4885,0.1472,🟢 Riesgo bajo,pending,,0.015,7.5
2026-08-19,Miami Marlins @ Philadelphia Phillies,moneyline,Miami Marlins gana (ML),0.6626,0.4441,0.2185,🟢 Riesgo bajo,pending,,,
2026-08-19,Miami Marlins @ Philadelphia Phillies,total_under,Under 9.0,0.8429,0.5169,0.326,🟢 Riesgo bajo,pending,,,
2026-08-19,New York Yankees @ Baltimore Orioles,moneyline,Baltimore Orioles gana (ML),0.5228,0.471,0.0518,🔴 Riesgo alto,pending,,,
2026-08-19,New York Yankees @ Baltimore Orioles,total_under,Under 9.5,0.505,0.5252,-0.0202,🔴 Riesgo alto,pending,,,
2026-08-19,San Francisco Giants @ Cleveland Guardians,moneyline,Cleveland Guardians gana (ML),0.5034,0.6709,-0.1675,🟢 Riesgo bajo,pending,,,
2026-08-19,San Francisco Giants @ Cleveland Guardians,total_under,Under 7.5,0.6285,0.511,0.1175,🟡 Riesgo medio,pending,,,
2026-08-19,St. Louis Cardinals @ Cincinnati Reds,moneyline,Cincinnati Reds gana (ML),0.5709,0.5782,-0.0073,🔴 Riesgo alto,pending,,,
2026-08-19,St. Louis Cardinals @ Cincinnati Reds,total_under,Under 8.5,0.5619,0.5217,0.0402,🔴 Riesgo alto,pending,,,
2026-08-19,Toronto Blue Jays @ Tampa Bay Rays,moneyline,Toronto Blue Jays gana (ML),0.6539,0.35,0.3039,🟢 Riesgo bajo,pending,,,
2026-08-19,Toronto Blue Jays @ Tampa Bay Rays,total_over,Over 7.5,0.6811,0.4675,0.2136,🟢 Riesgo bajo,pending,,,
2026-08-19,Athletics @ Kansas City Royals,moneyline,Kansas City Royals gana (ML),0.5352,0.6018,-0.0666,🟡 Riesgo medio,pending,,,
2026-08-19,Athletics @ Kansas City Royals,total_over,Over 8.5,0.6464,0.5217,0.1247,🟢 Riesgo bajo,pending,,0.015,7.5
2026-08-19,Seattle Mariners @ Milwaukee Brewers,moneyline,Seattle Mariners gana (ML),0.5297,0.468,0.0617,🟡 Riesgo medio,pending,,,
2026-08-19,Seattle Mariners @ Milwaukee Brewers,total_under,Under 7.0,0.9153,0.4892,0.4261,🟢 Riesgo bajo,pending,,,
2026-08-19,Washington Nationals @ Texas Rangers,moneyline,Washington Nationals gana (ML),0.712,0.4474,0.2646,🟢 Riesgo bajo,pending,,,
2026-08-19,Washington Nationals @ Texas Rangers,total_over,Over 7.5,0.6363,0.5108,0.1255,🟢 Riesgo bajo,pending,,0.015,7.5
2026-08-19,Los Angeles Angels @ Houston Astros,moneyline,Los Angeles Angels gana (ML),0.556,0.4068,0.1492,🟢 Riesgo bajo,pending,,0.015,7.5
2026-08-19,Los Angeles Angels @ Houston Astros,total_under,Under 8.5,0.704,0.4892,0.2148,🟢 Riesgo bajo,pending,,,
2026-08-19,Los Angeles Dodgers @ Colorado Rockies,moneyline,Los Angeles Dodgers gana (ML),0.7251,0.6512,0.0739,🟡 Riesgo medio,pending,,,
2026-08-19,Los Angeles Dodgers @ Colorado Rockies,total_over,Over 11.5,0.6523,0.4783,0.174,🟢 Riesgo bajo,pending,,,
