date,matchup,market_type,selection,model_prob,implied_prob,edge,risk,status,result,stake_pct,stake_amount
2026-08-04,,moneyline,Baltimore Orioles gana (ML),0.7958,0.9384,-0.1426,🟢 Riesgo bajo,win,1-3,,
2026-08-04,,total_over,Over 4.5,0.9632,0.2254,0.7378,🟢 Riesgo bajo,loss,1-3,,
2026-08-04,,moneyline,Cleveland Guardians gana (ML),0.5175,0.0353,0.4822,🟢 Riesgo bajo,loss,6-2,,
2026-08-04,,total_under,Under 8.5,0.6811,0.4112,0.2699,🟢 Riesgo bajo,win,6-2,,
2026-08-04,,moneyline,Cincinnati Reds gana (ML),0.5075,0.3091,0.1984,🟢 Riesgo bajo,win,4-5,,
2026-08-04,,total_under,Under 8.5,0.5507,0.4287,0.122,🟢 Riesgo bajo,loss,4-5,,
2026-08-04,,moneyline,Philadelphia Phillies gana (ML),0.7631,,,🟢 Riesgo bajo,win,0-5,,
2026-08-04,,total_over,Over 5.5,0.9557,0.243,0.7127,🟢 Riesgo bajo,loss,0-5,,
2026-08-04,,moneyline,New York Yankees gana (ML),0.5474,0.9105,-0.3631,🟢 Riesgo bajo,win,0-2,,
2026-08-04,,total_over,Over 3.5,0.9468,0.4785,0.4683,🟢 Riesgo bajo,loss,0-2,,
2026-08-04,,moneyline,Boston Red Sox gana (ML),0.5999,0.9647,-0.3648,🟢 Riesgo bajo,win,2-14,,
2026-08-04,,total_under,Under 11.5,0.8844,0.5052,0.3792,🟢 Riesgo bajo,loss,2-14,,
2026-08-04,,moneyline,Atlanta Braves gana (ML),0.6693,0.7971,-0.1278,🟢 Riesgo bajo,win,2-4,,
2026-08-04,,total_over,Over 3.5,0.9736,0.4007,0.5729,🟢 Riesgo bajo,win,2-4,,
2026-08-04,,moneyline,Kansas City Royals gana (ML),0.5695,0.6211,-0.0516,🔴 Riesgo alto,win,2-8,,
2026-08-04,,total_under,Under 8.5,0.7844,0.4904,0.294,🟢 Riesgo bajo,loss,2-8,,
2026-08-04,,moneyline,Milwaukee Brewers gana (ML),0.6932,0.8219,-0.1287,🟢 Riesgo bajo,win,2-4,,
2026-08-04,,total_over,Over 7.5,0.5428,0.5029,0.0399,🔴 Riesgo alto,loss,2-4,,
2026-08-04,,moneyline,Los Angeles Dodgers gana (ML),0.525,0.6658,-0.1408,🟢 Riesgo bajo,loss,1-5,,
2026-08-04,,total_over,Over 7.5,0.6066,0.4864,0.1202,🟢 Riesgo bajo,loss,1-5,,
2026-08-04,,moneyline,San Francisco Giants gana (ML),0.6213,0.1691,0.4522,🟢 Riesgo bajo,loss,4-5,,
2026-08-04,,total_over,Over 8.5,0.5271,0.5157,0.0114,🔴 Riesgo alto,win,4-5,,
2026-08-04,,moneyline,Houston Astros gana (ML),0.6626,0.6181,0.0445,🔴 Riesgo alto,win,2-7,,
2026-08-04,,total_over,Over 6.5,0.6805,0.4864,0.1941,🟢 Riesgo bajo,win,2-7,,
2026-08-04,,moneyline,Colorado Rockies gana (ML),0.6857,0.433,0.2527,🟢 Riesgo bajo,loss,9-7,,
2026-08-04,,total_under,Under 10.5,0.6453,0.5078,0.1375,🟢 Riesgo bajo,loss,9-7,,
2026-08-04,,moneyline,Arizona Diamondbacks gana (ML),0.6995,0.5256,0.1739,🟢 Riesgo bajo,loss,9-4,,
2026-08-04,,total_under,Under 9.0,0.7004,0.5217,0.1787,🟢 Riesgo bajo,loss,9-4,,
2026-08-04,,moneyline,Detroit Tigers gana (ML),0.6932,0.4657,0.2275,🟢 Riesgo bajo,win,8-0,,
2026-08-04,,total_under,Under 7.5,0.5261,0.4783,0.0478,🔴 Riesgo alto,loss,8-0,,
2026-08-05,,moneyline,Houston Astros gana (ML),0.8146,0.6327,0.1819,🟢 Riesgo bajo,loss,5-4,,
2026-08-05,,total_over,Over 8.0,0.6419,0.5132,0.1287,🟢 Riesgo bajo,win,5-4,,
2026-08-05,,moneyline,Chicago Cubs gana (ML),0.5341,0.5397,-0.0056,🔴 Riesgo alto,win,6-7,,
2026-08-05,,total_under,Under 9.5,0.5257,0.5055,0.0202,🔴 Riesgo alto,loss,6-7,,
2026-08-05,,moneyline,Texas Rangers gana (ML),0.5047,0.6178,-0.1131,🟡 Riesgo medio,win,0-6,,
2026-08-05,,total_over,Over 8.5,0.6535,0.4783,0.1752,🟢 Riesgo bajo,loss,0-6,,
2026-08-05,,moneyline,Tampa Bay Rays gana (ML),0.5842,0.5996,-0.0154,🔴 Riesgo alto,win,4-0,,
2026-08-05,,total_under,Under 11.5,0.8201,0.5,0.3201,🟢 Riesgo bajo,win,4-0,,
2026-08-05,,moneyline,Baltimore Orioles gana (ML),0.704,0.5378,0.1662,🟢 Riesgo bajo,win,2-5,,
2026-08-05,,total_under,Under 8.0,0.5814,0.5108,0.0706,🟡 Riesgo medio,win,2-5,,
2026-08-05,,moneyline,New York Mets gana (ML),0.583,0.4963,0.0867,🟡 Riesgo medio,win,6-5,,
2026-08-05,,total_under,Under 8.0,0.7611,0.5152,0.2459,🟢 Riesgo bajo,loss,6-5,,
2026-08-05,,moneyline,Cincinnati Reds gana (ML),0.5224,0.5803,-0.0579,🔴 Riesgo alto,win,2-3,,
2026-08-05,,total_over,Over 9.5,0.5826,0.5152,0.0674,🟡 Riesgo medio,loss,2-3,,
2026-08-05,,moneyline,Washington Nationals gana (ML),0.5337,0.3645,0.1692,🟢 Riesgo bajo,win,10-4,,
2026-08-05,,total_over,Over 9.5,0.8024,0.4978,0.3046,🟢 Riesgo bajo,win,10-4,,
2026-08-05,,moneyline,New York Yankees gana (ML),0.6757,0.5932,0.0825,🟡 Riesgo medio,loss,3-1,,
2026-08-05,,total_under,Under 8.5,0.6413,0.4748,0.1665,🟢 Riesgo bajo,win,3-1,,
2026-08-05,,moneyline,Boston Red Sox gana (ML),0.6966,0.55,0.1466,🟢 Riesgo bajo,win,0-4,,
2026-08-05,,total_under,Under 8.5,0.6537,0.5055,0.1482,🟢 Riesgo bajo,win,0-4,,
2026-08-05,,moneyline,Atlanta Braves gana (ML),0.6522,0.5428,0.1094,🟡 Riesgo medio,win,1-4,,
2026-08-05,,total_under,Under 8.5,0.626,0.4748,0.1512,🟢 Riesgo bajo,win,1-4,,
2026-08-05,,moneyline,Kansas City Royals gana (ML),0.7197,0.528,0.1917,🟢 Riesgo bajo,win,1-2,,
2026-08-05,,total_over,Over 9.0,0.5754,0.4848,0.0906,🟡 Riesgo medio,loss,1-2,,
2026-08-05,,moneyline,Milwaukee Brewers gana (ML),0.5546,0.5491,0.0055,🔴 Riesgo alto,win,2-4,,
2026-08-05,,total_over,Over 7.0,0.5841,0.5304,0.0537,🔴 Riesgo alto,loss,2-4,,
2026-08-05,,moneyline,San Diego Padres gana (ML),0.6964,0.5367,0.1597,🟢 Riesgo bajo,loss,4-10,,
2026-08-05,,total_under,Under 9.0,0.5821,0.4892,0.0929,🟡 Riesgo medio,loss,4-10,,
2026-08-05,,moneyline,Detroit Tigers gana (ML),0.7427,0.4169,0.3258,🟢 Riesgo bajo,loss,2-4,,
2026-08-05,,total_over,Over 7.5,0.7456,0.5,0.2456,🟢 Riesgo bajo,loss,2-4,,
2026-08-05,,moneyline,Houston Astros gana (ML),0.8146,0.6602,0.1544,🟢 Riesgo bajo,loss,5-4,,
2026-08-05,,total_over,Over 8.0,0.6419,0.5217,0.1202,🟢 Riesgo bajo,win,5-4,,
2026-08-05,,moneyline,Chicago Cubs gana (ML),0.5341,0.5332,0.0009,🔴 Riesgo alto,win,6-7,,
2026-08-05,,total_under,Under 10.0,0.649,0.5108,0.1382,🟢 Riesgo bajo,loss,6-7,,
2026-08-05,,moneyline,Texas Rangers gana (ML),0.5047,0.6006,-0.0959,🟡 Riesgo medio,win,0-6,,
2026-08-05,,total_over,Over 8.5,0.6535,0.4797,0.1738,🟢 Riesgo bajo,loss,0-6,,
2026-08-05,,moneyline,Tampa Bay Rays gana (ML),0.5842,0.5996,-0.0154,🔴 Riesgo alto,win,4-0,,
2026-08-05,,total_under,Under 11.5,0.8201,0.5108,0.3093,🟢 Riesgo bajo,win,4-0,,
2026-08-05,,moneyline,Baltimore Orioles gana (ML),0.704,0.5332,0.1708,🟢 Riesgo bajo,win,2-5,,
2026-08-05,,total_under,Under 8.0,0.5814,0.5108,0.0706,🟡 Riesgo medio,win,2-5,,
2026-08-05,,moneyline,New York Mets gana (ML),0.583,0.4976,0.0854,🟡 Riesgo medio,win,6-5,,
2026-08-05,,total_under,Under 8.0,0.7611,0.5098,0.2513,🟢 Riesgo bajo,loss,6-5,,
2026-08-05,,moneyline,Cincinnati Reds gana (ML),0.5224,0.5845,-0.0621,🟡 Riesgo medio,win,2-3,,
2026-08-05,,total_over,Over 9.5,0.5826,0.512,0.0706,🟡 Riesgo medio,loss,2-3,,
2026-08-05,,moneyline,Washington Nationals gana (ML),0.5337,0.3621,0.1716,🟢 Riesgo bajo,win,10-4,,
2026-08-05,,total_over,Over 9.5,0.8024,0.4978,0.3046,🟢 Riesgo bajo,win,10-4,,
2026-08-05,,moneyline,New York Yankees gana (ML),0.6757,0.5961,0.0796,🟡 Riesgo medio,loss,3-1,,
2026-08-05,,total_under,Under 8.5,0.6413,0.4902,0.1511,🟢 Riesgo bajo,win,3-1,,
2026-08-05,,moneyline,Boston Red Sox gana (ML),0.6966,0.5509,0.1457,🟢 Riesgo bajo,win,0-4,,
2026-08-05,,total_under,Under 8.5,0.6537,0.5022,0.1515,🟢 Riesgo bajo,win,0-4,,
2026-08-05,,moneyline,Atlanta Braves gana (ML),0.6522,0.5357,0.1165,🟡 Riesgo medio,win,1-4,,
2026-08-05,,total_under,Under 8.5,0.626,0.4748,0.1512,🟢 Riesgo bajo,win,1-4,,
2026-08-05,,moneyline,Kansas City Royals gana (ML),0.7197,0.528,0.1917,🟢 Riesgo bajo,win,1-2,,
2026-08-05,,total_over,Over 8.5,0.6967,0.5217,0.175,🟢 Riesgo bajo,loss,1-2,,
2026-08-05,,moneyline,Milwaukee Brewers gana (ML),0.5546,0.5428,0.0118,🔴 Riesgo alto,win,2-4,,
2026-08-05,,total_over,Over 7.0,0.5841,0.5337,0.0504,🔴 Riesgo alto,loss,2-4,,
2026-08-05,,moneyline,San Diego Padres gana (ML),0.6964,0.5367,0.1597,🟢 Riesgo bajo,loss,4-10,,
2026-08-05,,total_under,Under 9.0,0.5821,0.4892,0.0929,🟡 Riesgo medio,loss,4-10,,
2026-08-05,,moneyline,Detroit Tigers gana (ML),0.7427,0.4138,0.3289,🟢 Riesgo bajo,loss,2-4,,
2026-08-05,,total_over,Over 7.5,0.7456,0.5108,0.2348,🟢 Riesgo bajo,loss,2-4,,
2026-08-06,,moneyline,Baltimore Orioles gana (ML),0.8183,0.6325,0.1858,🟢 Riesgo bajo,loss,4-1,,
2026-08-06,,total_under,Under 9.5,0.5835,0.5,0.0835,🟡 Riesgo medio,win,4-1,,
2026-08-06,,moneyline,Cincinnati Reds gana (ML),0.5237,0.6049,-0.0812,🟡 Riesgo medio,win,5-6,,
2026-08-06,,total_under,Under 9.5,0.5848,0.5108,0.074,🟡 Riesgo medio,loss,5-6,,
2026-08-06,,moneyline,New York Mets gana (ML),0.5075,0.4776,0.0299,🔴 Riesgo alto,win,13-6,,
2026-08-06,,total_under,Under 7.5,0.6581,0.5108,0.1473,🟢 Riesgo bajo,loss,13-6,,
2026-08-06,,moneyline,Milwaukee Brewers gana (ML),0.9135,0.5469,0.3666,🟢 Riesgo bajo,win,2-5,,
2026-08-06,,total_under,Under 7.5,0.5643,0.5,0.0643,🟡 Riesgo medio,win,2-5,,
2026-08-06,,moneyline,Toronto Blue Jays gana (ML),0.5769,0.5199,0.057,🔴 Riesgo alto,no_data,,,
2026-08-06,,total_under,Under 7.5,0.8482,0.5108,0.3374,🟢 Riesgo bajo,no_data,,,
2026-08-06,,moneyline,Detroit Tigers gana (ML),0.5399,0.4582,0.0817,🟡 Riesgo medio,win,11-0,,
2026-08-06,,total_under,Under 7.5,0.8401,0.4675,0.3726,🟢 Riesgo bajo,loss,11-0,,
2026-08-06,,moneyline,Philadelphia Phillies gana (ML),0.8069,0.7521,0.0548,🔴 Riesgo alto,win,3-7,,
2026-08-06,,total_under,Under 8.5,0.5737,0.4786,0.0951,🟡 Riesgo medio,loss,3-7,,
2026-08-06,,moneyline,Boston Red Sox gana (ML),0.7647,0.6296,0.1351,🟢 Riesgo bajo,win,11-12,,
2026-08-06,,total_under,Under 9.0,0.5414,0.5217,0.0197,🔴 Riesgo alto,loss,11-12,,
2026-08-06,,moneyline,Atlanta Braves gana (ML),0.5412,0.5725,-0.0313,🔴 Riesgo alto,win,3-11,,
2026-08-06,,total_under,Under 9.0,0.6941,0.4783,0.2158,🟢 Riesgo bajo,loss,3-11,,
2026-08-06,,moneyline,Kansas City Royals gana (ML),0.8924,0.5341,0.3583,🟢 Riesgo bajo,loss,4-3,,
2026-08-06,,total_under,Under 9.0,0.6711,0.5217,0.1494,🟢 Riesgo bajo,win,4-3,,
2026-08-06,,moneyline,San Diego Padres gana (ML),0.5338,0.5085,0.0253,🔴 Riesgo alto,win,5-1,,
2026-08-06,,total_under,Under 9.0,0.5875,0.5,0.0875,🟡 Riesgo medio,win,5-1,,
2026-08-06,,moneyline,Baltimore Orioles gana (ML),0.8183,0.6409,0.1774,🟢 Riesgo bajo,loss,4-1,,
2026-08-06,,total_under,Under 9.5,0.5835,0.4892,0.0943,🟡 Riesgo medio,win,4-1,,
2026-08-06,,moneyline,Cincinnati Reds gana (ML),0.5237,0.6096,-0.0859,🟡 Riesgo medio,win,5-6,,
2026-08-06,,total_under,Under 9.5,0.5848,0.5108,0.074,🟡 Riesgo medio,loss,5-6,,
2026-08-06,,moneyline,New York Mets gana (ML),0.5075,0.4605,0.047,🔴 Riesgo alto,win,13-6,,
2026-08-06,,total_under,Under 7.5,0.6581,0.5217,0.1364,🟢 Riesgo bajo,loss,13-6,,
2026-08-06,,moneyline,Milwaukee Brewers gana (ML),0.9135,0.5428,0.3707,🟢 Riesgo bajo,win,2-5,,
2026-08-06,,total_under,Under 7.5,0.5643,0.4892,0.0751,🟡 Riesgo medio,win,2-5,,
2026-08-06,,moneyline,Toronto Blue Jays gana (ML),0.5769,0.5187,0.0582,🔴 Riesgo alto,no_data,,,
2026-08-06,,total_under,Under 7.5,0.8482,0.5108,0.3374,🟢 Riesgo bajo,no_data,,,
2026-08-06,,moneyline,Detroit Tigers gana (ML),0.5399,0.4572,0.0827,🟡 Riesgo medio,win,11-0,,
2026-08-06,,total_under,Under 7.5,0.8401,0.4802,0.3599,🟢 Riesgo bajo,loss,11-0,,
2026-08-06,,moneyline,Philadelphia Phillies gana (ML),0.8069,0.7464,0.0605,🟡 Riesgo medio,win,3-7,,
2026-08-06,,total_under,Under 8.5,0.5737,0.4786,0.0951,🟡 Riesgo medio,loss,3-7,,
2026-08-06,,moneyline,Boston Red Sox gana (ML),0.7647,0.6305,0.1342,🟢 Riesgo bajo,win,11-12,,
2026-08-06,,total_under,Under 9.0,0.5414,0.5108,0.0306,🔴 Riesgo alto,loss,11-12,,
2026-08-06,,moneyline,Atlanta Braves gana (ML),0.5412,0.5751,-0.0339,🔴 Riesgo alto,win,3-11,,
2026-08-06,,total_under,Under 9.0,0.6941,0.4783,0.2158,🟢 Riesgo bajo,loss,3-11,,
2026-08-06,,moneyline,Kansas City Royals gana (ML),0.8924,0.5343,0.3581,🟢 Riesgo bajo,loss,4-3,,
2026-08-06,,total_under,Under 9.0,0.6711,0.5217,0.1494,🟢 Riesgo bajo,win,4-3,,
2026-08-06,,moneyline,San Diego Padres gana (ML),0.5338,0.5,0.0338,🔴 Riesgo alto,win,5-1,,
2026-08-06,,total_under,Under 9.0,0.5875,0.5,0.0875,🟡 Riesgo medio,win,5-1,,
2026-08-07,,moneyline,New York Mets gana (ML),0.5337,0.441,0.0927,🟡 Riesgo medio,win,6-4,,
2026-08-07,,total_under,Under 8.5,0.6852,0.5217,0.1635,🟢 Riesgo bajo,loss,6-4,,
2026-08-07,,moneyline,Philadelphia Phillies gana (ML),0.5249,0.6617,-0.1368,🟢 Riesgo bajo,loss,5-4,,
